,Headlines,date,,
2662,N.A.A.C.P. Sues Trump and Giuliani Over Election Fight and Jan. 6 Riot,2021-02-16,,
2663,First time driving in snow and ice? Here are some safety tips.,2021-02-16,,
2664,Who’s Eligible for the Vaccine in California Right Now?,2021-02-16,,
2665,Biden will take to the road this week to sell his domestic agenda.,2021-02-16,,
2666,"Workers not getting enough stimulus help is a larger concern than potentially overheating the economy, officials say.",2021-02-16,,
2667,A tornado in North Carolina kills at least three people.,2021-02-16,,
2668,Southern states are hit hard by icy conditions and power losses.,2021-02-16,,
2669,Police Forces Have Long Tried to Weed Out Extremists in the Ranks. Then Came the Capitol Riot.,2021-02-16,,
2670,The House moves to finalize the next coronavirus stimulus package by end of next week.,2021-02-16,,
2671,Here’s the latest forecast for winter weather across the country.,2021-02-16,,
2672,N.A.A.C.P. Sues Trump and Giuliani Over Election Fight and Jan. 6 Riot,2021-02-16,,
2673,First time driving in snow and ice? Here are some safety tips.,2021-02-16,,
2674,Who’s Eligible for the Vaccine in California Right Now?,2021-02-16,,
2675,Biden will take to the road this week to sell his domestic agenda.,2021-02-16,,
2676,"Workers not getting enough stimulus help is a larger concern than potentially overheating the economy, officials say.",2021-02-16,,
2677,A tornado in North Carolina kills at least three people.,2021-02-16,,
2678,Southern states are hit hard by icy conditions and power losses.,2021-02-16,,
2679,Police Forces Have Long Tried to Weed Out Extremists in the Ranks. Then Came the Capitol Riot.,2021-02-16,,
2680,The House moves to finalize the next coronavirus stimulus package by end of next week.,2021-02-16,,
2681,Here’s the latest forecast for winter weather across the country.,2021-02-16,,
2682,N.A.A.C.P. Sues Trump and Giuliani Over Election Fight and Jan. 6 Riot,2021-02-16,,
2683,First time driving in snow and ice? Here are some safety tips.,2021-02-16,,
2684,Who’s Eligible for the Vaccine in California Right Now?,2021-02-16,,
2685,Biden will take to the road this week to sell his domestic agenda.,2021-02-16,,
2686,"Workers not getting enough stimulus help is a larger concern than potentially overheating the economy, officials say.",2021-02-16,,
2687,A tornado in North Carolina kills at least three people.,2021-02-16,,
2688,Southern states are hit hard by icy conditions and power losses.,2021-02-16,,
2689,Police Forces Have Long Tried to Weed Out Extremists in the Ranks. Then Came the Capitol Riot.,2021-02-16,,
2690,Don’t Care for This Impeachment? Wait Until Next Year,2021-02-16,,
2691,North Carolina Republicans Censure Richard Burr Over Impeachment Vote,2021-02-16,,
2700,Don’t Care for This Impeachment? Wait Until Next Year,2021-02-16,,
2701,North Carolina Republicans Censure Richard Burr Over Impeachment Vote,2021-02-16,,
2476,U.S. Seizes One Million More Counterfeit N95 Masks,2021-02-17,,
2477,"Biden and Netanyahu Finally Talk, but No Details Are Revealed About What",2021-02-17,,
2478,Cuomo at a Crossroads: What Comes Next?,2021-02-17,,
2479,"Desperate for Light and Warmth, Texans See No End for Winter Storm",2021-02-17,,
2486,U.S. Seizes One Million More Counterfeit N95 Masks,2021-02-17,,
2487,"Biden and Netanyahu Finally Talk, but No Details Are Revealed About What",2021-02-17,,
2488,Cuomo at a Crossroads: What Comes Next?,2021-02-17,,
2489,"Desperate for Light and Warmth, Texans See No End for Winter Storm",2021-02-17,,
2496,U.S. Seizes One Million More Counterfeit N95 Masks,2021-02-17,,
2497,"Biden and Netanyahu Finally Talk, but No Details Are Revealed About What",2021-02-17,,
2498,Cuomo at a Crossroads: What Comes Next?,2021-02-17,,
2499,"Desperate for Light and Warmth, Texans See No End for Winter Storm",2021-02-17,,
2506,U.S. Seizes One Million More Counterfeit N95 Masks,2021-02-17,,
2507,"Biden and Netanyahu Finally Talk, but No Details Are Revealed About What",2021-02-17,,
2508,Cuomo at a Crossroads: What Comes Next?,2021-02-17,,
2509,"Desperate for Light and Warmth, Texans See No End for Winter Storm",2021-02-17,,
2510,"Rush Limbaugh’s Legacy of Venom: As Trump Rose, ‘It All Sounded Familiar’",2021-02-17,,
2511,‘Now It’s Coming Back to Bite Them’: Democrats See an Opening in G.O.P. Oversight of Texas Grid,2021-02-17,,
2512,Biden Signals He’s Flexible on Immigration Overhaul,2021-02-17,,
2513,Father and Son Abducted in Mexico Are Allowed into the U.S.,2021-02-17,,
2514,McConnell’s Strategy Has Party in Turmoil and Trump on Attack,2021-02-17,,
2515,"For Black Aides on Capitol Hill, Jan. 6 Brought Particular Trauma",2021-02-17,,
2516,Coronavirus Briefing: What Happened Today,2021-02-17,,
2517,Store in Oregon That Threw Out Food Is Confronted by Angry Activists,2021-02-17,,
2518,"Cold Interrupts Classes, in an Interrupted Year",2021-02-17,,
2519,U.S. Charges 3 North Koreans With Hacking and Stealing Millions of Dollars,2021-02-17,,
2520,"Rush Limbaugh’s Legacy of Venom: As Trump Rose, ‘It All Sounded Familiar’",2021-02-17,,
2521,‘Now It’s Coming Back to Bite Them’: Democrats See an Opening in G.O.P. Oversight of Texas Grid,2021-02-17,,
2522,Biden Signals He’s Flexible on Immigration Overhaul,2021-02-17,,
2523,Father and Son Abducted in Mexico Are Allowed into the U.S.,2021-02-17,,
2524,McConnell’s Strategy Has Party in Turmoil and Trump on Attack,2021-02-17,,
2525,"For Black Aides on Capitol Hill, Jan. 6 Brought Particular Trauma",2021-02-17,,
2526,Coronavirus Briefing: What Happened Today,2021-02-17,,
2527,Store in Oregon That Threw Out Food Is Confronted by Angry Activists,2021-02-17,,
2528,"Cold Interrupts Classes, in an Interrupted Year",2021-02-17,,
2529,U.S. Charges 3 North Koreans With Hacking and Stealing Millions of Dollars,2021-02-17,,
2530,"Rush Limbaugh’s Legacy of Venom: As Trump Rose, ‘It All Sounded Familiar’",2021-02-17,,
2531,‘Now It’s Coming Back to Bite Them’: Democrats See an Opening in G.O.P. Oversight of Texas Grid,2021-02-17,,
2532,Biden Signals He’s Flexible on Immigration Overhaul,2021-02-17,,
2533,Father and Son Abducted in Mexico Are Allowed into the U.S.,2021-02-17,,
2534,McConnell’s Strategy Has Party in Turmoil and Trump on Attack,2021-02-17,,
2535,"For Black Aides on Capitol Hill, Jan. 6 Brought Particular Trauma",2021-02-17,,
2536,Coronavirus Briefing: What Happened Today,2021-02-17,,
2537,Store in Oregon That Threw Out Food Is Confronted by Angry Activists,2021-02-17,,
2538,"Cold Interrupts Classes, in an Interrupted Year",2021-02-17,,
2539,U.S. Charges 3 North Koreans With Hacking and Stealing Millions of Dollars,2021-02-17,,
2540,"Rush Limbaugh’s Legacy of Venom: As Trump Rose, ‘It All Sounded Familiar’",2021-02-17,,
2541,‘Now It’s Coming Back to Bite Them’: Democrats See an Opening in G.O.P. Oversight of Texas Grid,2021-02-17,,
2542,Biden Signals He’s Flexible on Immigration Overhaul,2021-02-17,,
2543,Father and Son Abducted in Mexico Are Allowed into the U.S.,2021-02-17,,
2544,McConnell’s Strategy Has Party in Turmoil and Trump on Attack,2021-02-17,,
2545,"For Black Aides on Capitol Hill, Jan. 6 Brought Particular Trauma",2021-02-17,,
2546,Coronavirus Briefing: What Happened Today,2021-02-17,,
2547,Store in Oregon That Threw Out Food Is Confronted by Angry Activists,2021-02-17,,
2548,"Cold Interrupts Classes, in an Interrupted Year",2021-02-17,,
2549,U.S. Charges 3 North Koreans With Hacking and Stealing Millions of Dollars,2021-02-17,,
2550,Texans are being warned to watch out for winter storm scams.,2021-02-17,,
2551,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction,2021-02-17,,
2552,California’s Shifting Relationship With the Supreme Court,2021-02-17,,
2553,"Trump’s legal team got him acquitted, but clashed behind the scenes.",2021-02-17,,
2554,Biden tries to stick to silence on Trump as he promotes his stimulus plan.,2021-02-17,,
2555,"About 3,500 sea turtles are rescued from the frigid temperatures in Texas.",2021-02-17,,
2556,At least 31 people have died in storm-related incidents.,2021-02-17,,
2557,Here’s how to avoid carbon monoxide poisoning when you’re trying to stay warm.,2021-02-17,,
2558,Oregon Is Vaccinating Teachers. It Might Not Be Enough to Reopen Schools.,2021-02-17,,
2559,"In Milwaukee, Biden Offers Reassurance, and Tries to Avoid Mention of ‘the Former Guy’",2021-02-17,,
2560,Texans are being warned to watch out for winter storm scams.,2021-02-17,,
2561,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction,2021-02-17,,
2562,California’s Shifting Relationship With the Supreme Court,2021-02-17,,
2563,"Trump’s legal team got him acquitted, but clashed behind the scenes.",2021-02-17,,
2564,Biden tries to stick to silence on Trump as he promotes his stimulus plan.,2021-02-17,,
2565,"About 3,500 sea turtles are rescued from the frigid temperatures in Texas.",2021-02-17,,
2566,At least 31 people have died in storm-related incidents.,2021-02-17,,
2567,Here’s how to avoid carbon monoxide poisoning when you’re trying to stay warm.,2021-02-17,,
2568,Oregon Is Vaccinating Teachers. It Might Not Be Enough to Reopen Schools.,2021-02-17,,
2569,"In Milwaukee, Biden Offers Reassurance, and Tries to Avoid Mention of ‘the Former Guy’",2021-02-17,,
2570,Texans are being warned to watch out for winter storm scams.,2021-02-17,,
2571,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction,2021-02-17,,
2572,California’s Shifting Relationship With the Supreme Court,2021-02-17,,
2573,"Trump’s legal team got him acquitted, but clashed behind the scenes.",2021-02-17,,
2574,Biden tries to stick to silence on Trump as he promotes his stimulus plan.,2021-02-17,,
2575,"About 3,500 sea turtles are rescued from the frigid temperatures in Texas.",2021-02-17,,
2576,At least 31 people have died in storm-related incidents.,2021-02-17,,
2577,Here’s how to avoid carbon monoxide poisoning when you’re trying to stay warm.,2021-02-17,,
2578,Oregon Is Vaccinating Teachers. It Might Not Be Enough to Reopen Schools.,2021-02-17,,
2579,"In Milwaukee, Biden Offers Reassurance, and Tries to Avoid Mention of ‘the Former Guy’",2021-02-17,,
2580,Texans are being warned to watch out for winter storm scams.,2021-02-17,,
2581,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction,2021-02-17,,
2582,California’s Shifting Relationship With the Supreme Court,2021-02-17,,
2583,"Trump’s legal team got him acquitted, but clashed behind the scenes.",2021-02-17,,
2584,Biden tries to stick to silence on Trump as he promotes his stimulus plan.,2021-02-17,,
2585,"About 3,500 sea turtles are rescued from the frigid temperatures in Texas.",2021-02-17,,
2586,At least 31 people have died in storm-related incidents.,2021-02-17,,
2587,Here’s how to avoid carbon monoxide poisoning when you’re trying to stay warm.,2021-02-17,,
2588,Oregon Is Vaccinating Teachers. It Might Not Be Enough to Reopen Schools.,2021-02-17,,
2589,"In Milwaukee, Biden Offers Reassurance, and Tries to Avoid Mention of ‘the Former Guy’",2021-02-17,,
2590,Protesters Urged Defunding the Police. Schools in Big Cities Are Doing It.,2021-02-17,,
2591,"Wisconsin Official Traded Sturgeon Research Eggs for Caviar, Prosecutors Say",2021-02-17,,
2600,Protesters Urged Defunding the Police. Schools in Big Cities Are Doing It.,2021-02-17,,
2601,"Wisconsin Official Traded Sturgeon Research Eggs for Caviar, Prosecutors Say",2021-02-17,,
2610,Protesters Urged Defunding the Police. Schools in Big Cities Are Doing It.,2021-02-17,,
2611,"Wisconsin Official Traded Sturgeon Research Eggs for Caviar, Prosecutors Say",2021-02-17,,
2620,Protesters Urged Defunding the Police. Schools in Big Cities Are Doing It.,2021-02-17,,
2621,"Wisconsin Official Traded Sturgeon Research Eggs for Caviar, Prosecutors Say",2021-02-17,,
2336,"How to Help People in Texas, Oklahoma and Louisiana",2021-02-18,,
2337,South Dakota Attorney General Charged With Careless Driving in Man’s Death,2021-02-18,,
2338,"Cracked Pipes, Frozen Wells, Offline Treatment Plants: A Texan Water Crisis",2021-02-18,,
2339,What Crisis-Communications Experts Would Tell Ted Cruz,2021-02-18,,
2346,"How to Help People in Texas, Oklahoma and Louisiana",2021-02-18,,
2347,South Dakota Attorney General Charged With Careless Driving in Man’s Death,2021-02-18,,
2348,"Cracked Pipes, Frozen Wells, Offline Treatment Plants: A Texan Water Crisis",2021-02-18,,
2349,What Crisis-Communications Experts Would Tell Ted Cruz,2021-02-18,,
2356,"How to Help People in Texas, Oklahoma and Louisiana",2021-02-18,,
2357,South Dakota Attorney General Charged With Careless Driving in Man’s Death,2021-02-18,,
2358,"Cracked Pipes, Frozen Wells, Offline Treatment Plants: A Texan Water Crisis",2021-02-18,,
2359,What Crisis-Communications Experts Would Tell Ted Cruz,2021-02-18,,
2366,"How to Help People in Texas, Oklahoma and Louisiana",2021-02-18,,
2367,South Dakota Attorney General Charged With Careless Driving in Man’s Death,2021-02-18,,
2368,"Cracked Pipes, Frozen Wells, Offline Treatment Plants: A Texan Water Crisis",2021-02-18,,
2369,What Crisis-Communications Experts Would Tell Ted Cruz,2021-02-18,,
2376,"How to Help People in Texas, Oklahoma and Louisiana",2021-02-18,,
2377,South Dakota Attorney General Charged With Careless Driving in Man’s Death,2021-02-18,,
2378,"Cracked Pipes, Frozen Wells, Offline Treatment Plants: A Texan Water Crisis",2021-02-18,,
2379,What Crisis-Communications Experts Would Tell Ted Cruz,2021-02-18,,
2380,"If Winter Feels Extra Hard This Year, You’re Not Alone",2021-02-18,,
2381,U.S. and Novavax Will Aid Global Vaccination Campaign,2021-02-18,,
2382,‘Such Dire Straits’: Chaos Unfolds in Texas Hospitals,2021-02-18,,
2383,Alex Trebek’s Wardrobe Is Donated to Formerly Incarcerated Men,2021-02-18,,
2384,Ted Cruz’s Cancún Trip: Family Texts Detail His Political Blunder,2021-02-18,,
2385,Biden Administration Formally Offers to Restart Nuclear Talks With Iran,2021-02-18,,
2386,Coronavirus Briefing: What Happened Today,2021-02-18,,
2387,2.5 Million Women Left the Work Force During the Pandemic. Harris Sees a ‘National Emergency.’,2021-02-18,,
2388,House Democrats and White House Split Over Lawsuit for Ex-Trump Aide’s Testimony,2021-02-18,,
2389,"Bruce Blackburn, Designer of Ubiquitous NASA Logo, Dies at 82",2021-02-18,,
2390,A College Program for Disadvantaged Teens Could Shake Up Elite Admissions,2021-02-18,,
2391,DNA Points to Single Coyote in Series of Attacks in California,2021-02-18,,
2392,"In San Antonio, a line for propane only gets shorter when people give up on waiting.",2021-02-18,,
2393,Chicago Lists Lincoln Statues Among Monuments to Review,2021-02-18,,
2394,"Men Posed as Marshals to Avoid Masks at Florida Resort, Authorities Say",2021-02-18,,
2395,"The latest storm is knocking out power in Mississippi, Kentucky and elsewhere.",2021-02-18,,
2396,Biden’s Plan to Link Arms With Europe Against Russia and China Isn’t So Simple,2021-02-18,,
2397,"Bob Dole, Republicans’ 1996 presidential nominee, has advanced lung cancer.",2021-02-18,,
2398,Ivanka Trump will not run against Marco Rubio for one of Florida’s Senate seats.,2021-02-18,,
2399,A Houston furniture store opened its doors as a refuge. Thousands came for help.,2021-02-18,,
2400,A College Program for Disadvantaged Teens Could Shake Up Elite Admissions,2021-02-18,,
